ID,Region,Year,Gini Index
12766,Morro da Fumaça - SC,1991,0.5619
12767,Navegantes - SC,1991,0.4681
12768,Nova Erechim - SC,1991,0.5331
12769,Nova Trento - SC,1991,0.4881
12770,Nova Veneza - SC,1991,0.5265
12771,Orleans - SC,1991,0.549
12772,Otacílio Costa - SC,1991,0.5405
12773,Ouro - SC,1991,0.4747
12774,Palhoça - SC,1991,0.4674
12775,Palma Sola - SC,1991,0.5433
12776,Palmitos - SC,1991,0.5786
12777,Papanduva - SC,1991,0.5705
12778,Paulo Lopes - SC,1991,0.4916
12779,Pedras Grandes - SC,1991,0.5271
12780,Penha - SC,1991,0.5207
12781,Peritiba - SC,1991,0.5521
12782,Petrolândia - SC,1991,0.5441
12783,Piçarras - SC,1991,0.5758
12784,Pinhalzinho - SC,1991,0.5388
12785,Pinheiro Preto - SC,1991,0.5395
12786,Piratuba - SC,1991,0.5488
12787,Pomerode - SC,1991,0.4861
12788,Ponte Alta - SC,1991,0.5895
12789,Ponte Serrada - SC,1991,0.5298
12790,Porto Belo - SC,1991,0.5364
12791,Porto União - SC,1991,0.5233
12792,Pouso Redondo - SC,1991,0.6149
12793,Praia Grande - SC,1991,0.5954
12794,Presidente Castelo Branco - SC,1991,0.5954
12795,Presidente Getúlio - SC,1991,0.4875
12796,Presidente Nereu - SC,1991,0.4359
12797,Quilombo - SC,1991,0.5986
12798,Rancho Queimado - SC,1991,0.5148
12799,Rio das Antas - SC,1991,0.5773
12800,Rio do Campo - SC,1991,0.5207
12801,Rio do Oeste - SC,1991,0.5337
12802,Rio do Sul - SC,1991,0.5288
12803,Rio dos Cedros - SC,1991,0.5233
12804,Rio Fortuna - SC,1991,0.5181
12805,Rio Negrinho - SC,1991,0.5367
12806,Rodeio - SC,1991,0.5116
12807,Romelândia - SC,1991,0.524
12808,Salete - SC,1991,0.5418
12809,Salto Veloso - SC,1991,0.4763
12810,Santa Cecília - SC,1991,0.5777
12811,Santa Rosa de Lima - SC,1991,0.4915
12812,Santa Rosa do Sul - SC,1991,0.5355
12813,Santo Amaro da Imperatriz - SC,1991,0.5369
12814,São Bento do Sul - SC,1991,0.5123
12815,São Bonifácio - SC,1991,0.4957
12816,São Carlos - SC,1991,0.555
12817,São Domingos - SC,1991,0.6095
12818,São Francisco do Sul - SC,1991,0.4977
12819,São João Batista - SC,1991,0.5419
12820,São João do Sul - SC,1991,0.5213
12821,São Joaquim - SC,1991,0.5752
12822,São José - SC,1991,0.4883
12823,São José do Cedro - SC,1991,0.6017
12824,São José do Cerrito - SC,1991,0.5713
12825,São Lourenço do Oeste - SC,1991,0.5453
12826,São Ludgero - SC,1991,0.5174
12827,São Martinho - SC,1991,0.4978
12828,São Miguel D'Oeste - SC,1991,0.5525
12829,Saudades - SC,1991,0.5423
12830,Schroeder - SC,1991,0.4294
12831,Seara - SC,1991,0.5644
12832,Serra Alta - SC,1991,0.4905
12833,Siderópolis - SC,1991,0.474
12834,Sombrio - SC,1991,0.5364
12835,Taió - SC,1991,0.5651
12836,Tangará - SC,1991,0.6042
12837,Tijucas - SC,1991,0.5667
12838,Timbé do Sul - SC,1991,0.5171
12839,Timbó - SC,1991,0.5036
12840,Timbó Grande - SC,1991,0.5466
12841,Três Barras - SC,1991,0.5329
12842,Treze de Maio - SC,1991,0.4844
12843,Treze Tílias - SC,1991,0.5396
12844,Trombudo Central - SC,1991,0.5665
12845,Tubarão - SC,1991,0.543
12846,Tunápolis - SC,1991,0.5018
12847,Turvo - SC,1991,0.6386
12848,União do Oeste - SC,1991,0.5157
12849,Urubici - SC,1991,0.6261
12850,Urupema - SC,1991,0.5745
12851,Urussanga - SC,1991,0.4816
12852,Vargeão - SC,1991,0.5571
12853,Vidal Ramos - SC,1991,0.4622
12854,Videira - SC,1991,0.5695
12855,Vitor Meireles - SC,1991,0.5092
12856,Witmarsum - SC,1991,0.4565
12857,Xanxerê - SC,1991,0.6374
12858,Xavantina - SC,1991,0.6666
12859,Xaxim - SC,1991,0.5488
12860,Brasil,1991,0.6366
12861,Pará,1991,0.6015
12862,Abaetetuba - PA,1991,0.5214
12863,Acará - PA,1991,0.4948
12864,Afuá - PA,1991,0.4872
12865,Alenquer - PA,1991,0.4497
12866,Almeirim - PA,1991,0.5828
12867,Altamira - PA,1991,0.6229
12868,Anajás - PA,1991,0.3772
12869,Ananindeua - PA,1991,0.5454
12870,Augusto Corrêa - PA,1991,0.3939
12871,Aveiro - PA,1991,0.5431
12872,Bagre - PA,1991,0.5076
12873,Baião - PA,1991,0.4909
12874,Barcarena - PA,1991,0.5748
12875,Belém - PA,1991,0.6027
12876,Benevides - PA,1991,0.5786
12877,Bom Jesus do Tocantins - PA,1991,0.5681
12878,Bonito - PA,1991,0.4613
12879,Bragança - PA,1991,0.4861
12880,Brejo Grande do Araguaia - PA,1991,0.4835
12881,Breves - PA,1991,0.5138
12882,Bujaru - PA,1991,0.4482
12883,Cachoeira do Arari - PA,1991,0.508
12884,Cametá - PA,1991,0.4664
12885,Capanema - PA,1991,0.565
12886,Capitão Poço - PA,1991,0.5234
12887,Castanhal - PA,1991,0.5922
12888,Chaves - PA,1991,0.4521
12889,Colares - PA,1991,0.5126
12890,Conceição do Araguaia - PA,1991,0.552
12891,Concórdia do Pará - PA,1991,0.5037
12892,Curionópolis - PA,1991,0.5626
12893,Curralinho - PA,1991,0.5374
12894,Curuçá - PA,1991,0.4912
12895,Dom Eliseu - PA,1991,0.5751
12896,Faro - PA,1991,0.5419
12897,Garrafão do Norte - PA,1991,0.4136
12898,Gurupá - PA,1991,0.5239
12899,Igarapé-Açu - PA,1991,0.5143
12900,Igarapé-Miri - PA,1991,0.4742
12901,Inhangapi - PA,1991,0.4692
12902,Irituia - PA,1991,0.4919
12903,Itaituba - PA,1991,0.576
12904,Itupiranga - PA,1991,0.4974
12905,Jacundá - PA,1991,0.5586
12906,Juruti - PA,1991,0.4968
12907,Limoeiro do Ajuru - PA,1991,0.4678
12908,Mãe do Rio - PA,1991,0.5433
12909,Magalhães Barata - PA,1991,0.4899
12910,Marabá - PA,1991,0.6001
12911,Maracanã - PA,1991,0.4405
12912,Marapanim - PA,1991,0.5468
12913,Medicilândia - PA,1991,0.6082
12914,Melgaço - PA,1991,0.4072
12915,Mocajuba - PA,1991,0.479
12916,Moju - PA,1991,0.4539
12917,Monte Alegre - PA,1991,0.5082
12918,Muaná - PA,1991,0.513
12919,Nova Timboteua - PA,1991,0.4524
12920,Óbidos - PA,1991,0.5311
12921,Oeiras do Pará - PA,1991,0.4731
12922,Oriximiná - PA,1991,0.5952
12923,Ourém - PA,1991,0.4462
12924,Ourilândia do Norte - PA,1991,0.5612
12925,Pacajá - PA,1991,0.6164
12926,Paragominas - PA,1991,0.5591
12927,Parauapebas - PA,1991,0.5736
12928,Peixe-Boi - PA,1991,0.5287
12929,Ponta de Pedras - PA,1991,0.5385
12930,Portel - PA,1991,0.4667
12931,Porto de Moz - PA,1991,0.504
12932,Prainha - PA,1991,0.4025
12933,Primavera - PA,1991,0.6609
12934,Redenção - PA,1991,0.5966
12935,Rio Maria - PA,1991,0.5938
12936,Rondon do Pará - PA,1991,0.5376
12937,Rurópolis - PA,1991,0.5084
12938,Salinópolis - PA,1991,0.5176
12939,Salvaterra - PA,1991,0.4763
12940,Santa Cruz do Arari - PA,1991,0.6287
12941,Santa Isabel do Pará - PA,1991,0.5896
12942,Santa Maria das Barreiras - PA,1991,0.6327
12943,Santa Maria do Pará - PA,1991,0.5645
12944,Santana do Araguaia - PA,1991,0.6398
12945,Santarém - PA,1991,0.5619
12946,Santarém Novo - PA,1991,0.4767
12947,Santo Antônio do Tauá - PA,1991,0.5659
12948,São Caetano de Odivelas - PA,1991,0.399
12949,São Domingos do Capim - PA,1991,0.4997
12950,São Félix do Xingu - PA,1991,0.5015
12951,São Francisco do Pará - PA,1991,0.5123
12952,São Geraldo do Araguaia - PA,1991,0.5074
12953,São João de Pirabas - PA,1991,0.5134
12954,São João do Araguaia - PA,1991,0.5787
12955,São Miguel do Guamá - PA,1991,0.5607
12956,São Sebastião da Boa Vista - PA,1991,0.3682
12957,Senador José Porfírio - PA,1991,0.6731
12958,Soure - PA,1991,0.6072
12959,Tailândia - PA,1991,0.5176
12960,Tomé-Açu - PA,1991,0.5313
12961,Tucumã - PA,1991,0.5427
12962,Tucuruí - PA,1991,0.536
12963,Uruará - PA,1991,0.4901
12964,Vigia - PA,1991,0.5042
12965,Viseu - PA,1991,0.4402
12966,Xinguara - PA,1991,0.5941
12967,Brasil,1991,0.6366
12968,Pernambuco,1991,0.6597
12969,Abreu e Lima - PE,1991,0.5085
12970,Afogados da Ingazeira - PE,1991,0.5986
12971,Afrânio - PE,1991,0.4564
12972,Agrestina - PE,1991,0.4996
12973,Água Preta - PE,1991,0.4595
12974,Águas Belas - PE,1991,0.524
12975,Alagoinha - PE,1991,0.5261
12976,Aliança - PE,1991,0.5062
12977,Altinho - PE,1991,0.5145
12978,Amaraji - PE,1991,0.5091
12979,Angelim - PE,1991,0.5719
12980,Araripina - PE,1991,0.567
12981,Arcoverde - PE,1991,0.6007
12982,Barra de Guabiraba - PE,1991,0.4587
12983,Barreiros - PE,1991,0.5169
12984,Belém de Maria - PE,1991,0.5455
12985,Belém de São Francisco - PE,1991,0.5351
12986,Belo Jardim - PE,1991,0.5549
12987,Betânia - PE,1991,0.5177
12988,Bezerros - PE,1991,0.5408
12989,Bodocó - PE,1991,0.5483
12990,Bom Conselho - PE,1991,0.6217
12991,Bom Jardim - PE,1991,0.4379
12992,Bonito - PE,1991,0.57
12993,Brejão - PE,1991,0.4585
12994,Brejinho - PE,1991,0.6098
12995,Brejo da Madre de Deus - PE,1991,0.4836
12996,Buenos Aires - PE,1991,0.4456
12997,Buíque - PE,1991,0.515
12998,Cabo de Santo Agostinho - PE,1991,0.5235
12999,Cabrobó - PE,1991,0.5295
13000,Cachoeirinha - PE,1991,0.5217
13001,Caetés - PE,1991,0.4462
13002,Calçado - PE,1991,0.4905
13003,Calumbi - PE,1991,0.5074
13004,Camaragibe - PE,1991,0.5627
13005,Camocim de São Félix - PE,1991,0.5452
13006,Camutanga - PE,1991,0.5657
13007,Canhotinho - PE,1991,0.4923
13008,Capoeiras - PE,1991,0.5006
13009,Carnaíba - PE,1991,0.5064
13010,Carpina - PE,1991,0.588
13011,Caruaru - PE,1991,0.6053
13012,Catende - PE,1991,0.5423
13013,Cedro - PE,1991,0.4673
13014,Chã de Alegria - PE,1991,0.4727
13015,Chã Grande - PE,1991,0.5295
13016,Condado - PE,1991,0.5706
13017,Correntes - PE,1991,0.5867
13018,Cortês - PE,1991,0.4832
13019,Cumaru - PE,1991,0.4299
13020,Cupira - PE,1991,0.4858
13021,Custódia - PE,1991,0.5568
13022,Escada - PE,1991,0.5407
13023,Exu - PE,1991,0.5228
13024,Feira Nova - PE,1991,0.5158
13025,Fernando de Noronha - PE,1991,0.446
13026,Ferreiros - PE,1991,0.5224
13027,Flores - PE,1991,0.5053
13028,Floresta - PE,1991,0.5266
13029,Frei Miguelinho - PE,1991,0.4734
13030,Gameleira - PE,1991,0.4765
13031,Garanhuns - PE,1991,0.6171
13032,Glória do Goitá - PE,1991,0.4606
13033,Goiana - PE,1991,0.5857
13034,Granito - PE,1991,0.456
13035,Gravatá - PE,1991,0.5127
13036,Iati - PE,1991,0.41
13037,Ibimirim - PE,1991,0.5074
13038,Ibirajuba - PE,1991,0.5898
13039,Igarassu - PE,1991,0.5748
13040,Iguaraci - PE,1991,0.5266
13041,Inajá - PE,1991,0.4706
13042,Ingazeira - PE,1991,0.5091
13043,Ipojuca - PE,1991,0.4809
13044,Ipubi - PE,1991,0.5088
13045,Itacuruba - PE,1991,0.4614
13046,Itaíba - PE,1991,0.5441
13047,Itamaracá - PE,1991,0.5814
13048,Itambé - PE,1991,0.5721
13049,Itapetim - PE,1991,0.6732
13050,Itapissuma - PE,1991,0.5737
13051,Itaquitinga - PE,1991,0.4971
13052,Jaboatão dos Guararapes - PE,1991,0.6341
13053,Jataúba - PE,1991,0.5002
13054,João Alfredo - PE,1991,0.4784
13055,Joaquim Nabuco - PE,1991,0.4886
13056,Jupi - PE,1991,0.4981
13057,Jurema - PE,1991,0.5027
13058,Lagoa do Itaenga - PE,1991,0.4534
13059,Lagoa do Ouro - PE,1991,0.5254
13060,Lagoa dos Gatos - PE,1991,0.4371
13061,Lajedo - PE,1991,0.6343
13062,Limoeiro - PE,1991,0.5859
13063,Macaparana - PE,1991,0.5693
13064,Machados - PE,1991,0.5174
13065,Maraial - PE,1991,0.4347
13066,Mirandiba - PE,1991,0.5113
13067,Moreilândia - PE,1991,0.4864
13068,Moreno - PE,1991,0.5107
13069,Nazaré da Mata - PE,1991,0.6078
13070,Olinda - PE,1991,0.6189
13071,Orobó - PE,1991,0.4527
13072,Orocó - PE,1991,0.4116
13073,Ouricuri - PE,1991,0.6097
13074,Palmares - PE,1991,0.5501
13075,Palmeirina - PE,1991,0.5111
13076,Panelas - PE,1991,0.4548
13077,Paranatama - PE,1991,0.6115
13078,Parnamirim - PE,1991,0.5116
13079,Passira - PE,1991,0.4056
13080,Paudalho - PE,1991,0.4987
13081,Paulista - PE,1991,0.5588
13082,Pedra - PE,1991,0.5287
13083,Pesqueira - PE,1991,0.5853
13084,Petrolândia - PE,1991,0.5196
13085,Petrolina - PE,1991,0.6146
13086,Poção - PE,1991,0.5003
13087,Pombos - PE,1991,0.5125
13088,Primavera - PE,1991,0.4155
13089,Quipapá - PE,1991,0.4869
13090,Recife - PE,1991,0.6793
13091,Riacho das Almas - PE,1991,0.5151
13092,Ribeirão - PE,1991,0.5253
13093,Rio Formoso - PE,1991,0.4899
13094,Sairé - PE,1991,0.4656
13095,Salgadinho - PE,1991,0.4478
13096,Salgueiro - PE,1991,0.5825
13097,Saloá - PE,1991,0.4978
13098,Sanharó - PE,1991,0.5504
13099,Santa Cruz do Capibaribe - PE,1991,0.5649
13100,Santa Maria da Boa Vista - PE,1991,0.4599
13101,Santa Maria do Cambucá - PE,1991,0.481
13102,Santa Terezinha - PE,1991,0.4942
13103,São Benedito do Sul - PE,1991,0.4405
13104,São Bento do Una - PE,1991,0.5711
13105,São Caitano - PE,1991,0.5005
13106,São João - PE,1991,0.4664
13107,São Joaquim do Monte - PE,1991,0.5178
13108,São José da Coroa Grande - PE,1991,0.5967
13109,São José do Belmonte - PE,1991,0.5693
13110,São José do Egito - PE,1991,0.6025
13111,São Lourenço da Mata - PE,1991,0.5428
13112,São Vicente Ferrer - PE,1991,0.5691
13113,Serra Talhada - PE,1991,0.5979
13114,Serrita - PE,1991,0.5334
13115,Sertânia - PE,1991,0.504
13116,Sirinhaém - PE,1991,0.4864
13117,Solidão - PE,1991,0.5192
13118,Surubim - PE,1991,0.519
13119,Tabira - PE,1991,0.5667
13120,Tacaimbó - PE,1991,0.457
13121,Tacaratu - PE,1991,0.551
13122,Taquaritinga do Norte - PE,1991,0.4784
13123,Terezinha - PE,1991,0.5148
13124,Terra Nova - PE,1991,0.5084
13125,Timbaúba - PE,1991,0.5948
13126,Toritama - PE,1991,0.5205
13127,Tracunhaém - PE,1991,0.4524
13128,Trindade - PE,1991,0.505
13129,Triunfo - PE,1991,0.5476
13130,Tupanatinga - PE,1991,0.4578
13131,Tuparetama - PE,1991,0.6161
13132,Venturosa - PE,1991,0.528
13133,Verdejante - PE,1991,0.4634
13134,Vertentes - PE,1991,0.5491
13135,Vicência - PE,1991,0.55
13136,Vitória de Santo Antão - PE,1991,0.5711
13137,Brasil,1991,0.6366
13138,Maranhão,1991,0.6012
13139,Açailândia - MA,1991,0.5449
13140,Afonso Cunha - MA,1991,0.4436
13141,Alcântara - MA,1991,0.5014
13142,Aldeias Altas - MA,1991,0.4926
13143,Altamira do Maranhão - MA,1991,0.4479
13144,Alto Parnaíba - MA,1991,0.5856
13145,Amarante do Maranhão - MA,1991,0.65
13146,Anajatuba - MA,1991,0.4554
13147,Anapurus - MA,1991,0.4806
13148,Araioses - MA,1991,0.3898
13149,Arame - MA,1991,0.5321
13150,Arari - MA,1991,0.5639
13151,Axixá - MA,1991,0.4743
13152,Bacabal - MA,1991,0.555
13153,Bacuri - MA,1991,0.4782
13154,Balsas - MA,1991,0.5895
13155,Barão de Grajaú - MA,1991,0.4949
13156,Barra do Corda - MA,1991,0.6416
13157,Barreirinhas - MA,1991,0.4724
13158,Benedito Leite - MA,1991,0.5324
13159,Bequimão - MA,1991,0.409
13160,Bom Jardim - MA,1991,0.6191
13161,Brejo - MA,1991,0.529
13162,Buriti - MA,1991,0.4032
13163,Buriti Bravo - MA,1991,0.5483
13164,Cajapió - MA,1991,0.3364
13165,Cajari - MA,1991,0.3567
13166,Cândido Mendes - MA,1991,0.4767
13167,Cantanhede - MA,1991,0.4585
13168,Carolina - MA,1991,0.5773
13169,Carutapera - MA,1991,0.3969
13170,Caxias - MA,1991,0.545
13171,Cedral - MA,1991,0.4169
13172,Chapadinha - MA,1991,0.5106
13173,Codó - MA,1991,0.5274
13174,Coelho Neto - MA,1991,0.5383
13175,Colinas - MA,1991,0.4906
13176,Coroatá - MA,1991,0.4959
13177,Cururupu - MA,1991,0.4867
13178,Dom Pedro - MA,1991,0.5834
13179,Duque Bacelar - MA,1991,0.5628
13180,Esperantinópolis - MA,1991,0.4816
13181,Estreito - MA,1991,0.553
13182,Fortaleza dos Nogueiras - MA,1991,0.6437
13183,Fortuna - MA,1991,0.4839
13184,Godofredo Viana - MA,1991,0.4762
13185,Gonçalves Dias - MA,1991,0.6669
13186,Governador Archer - MA,1991,0.5782
13187,Governador Eugênio Barros - MA,1991,0.5654
13188,Graça Aranha - MA,1991,0.4188
13189,Grajaú - MA,1991,0.4885
13190,Guimarães - MA,1991,0.5101
13191,Humberto de Campos - MA,1991,0.5499
13192,Icatu - MA,1991,0.3294
13193,Igarapé Grande - MA,1991,0.4727
13194,Imperatriz - MA,1991,0.6268
13195,Itapecuru Mirim - MA,1991,0.4968
13196,João Lisboa - MA,1991,0.4597
13197,Joselândia - MA,1991,0.4837
13198,Lago da Pedra - MA,1991,0.4882
13199,Lago do Junco - MA,1991,0.4878
13200,Lago Verde - MA,1991,0.3769
13201,Lima Campos - MA,1991,0.4569
13202,Loreto - MA,1991,0.4962
13203,Luís Domingues - MA,1991,0.4832
13204,Magalhães de Almeida - MA,1991,0.4777
13205,Mata Roma - MA,1991,0.4938
13206,Matinha - MA,1991,0.4501
13207,Matões - MA,1991,0.479
13208,Mirador - MA,1991,0.487
13209,Miranda do Norte - MA,1991,0.4828
13210,Mirinzal - MA,1991,0.4357
13211,Monção - MA,1991,0.3634
13212,Montes Altos - MA,1991,0.4772
13213,Morros - MA,1991,0.4378
13214,Nina Rodrigues - MA,1991,0.4274
13215,Nova Iorque - MA,1991,0.4579
13216,Olho d'Água das Cunhãs - MA,1991,0.468
13217,Paço do Lumiar - MA,1991,0.5177
13218,Palmeirândia - MA,1991,0.4805
13219,Paraibano - MA,1991,0.4949
13220,Parnarama - MA,1991,0.4746
13221,Passagem Franca - MA,1991,0.534
13222,Pastos Bons - MA,1991,0.4997
13223,Paulo Ramos - MA,1991,0.5025
13224,Pedreiras - MA,1991,0.5575
13225,Penalva - MA,1991,0.39
13226,Peri Mirim - MA,1991,0.4718
13227,Pindaré Mirim - MA,1991,0.5376
13228,Pinheiro - MA,1991,0.5561
13229,Pio XII - MA,1991,0.4329
13230,Pirapemas - MA,1991,0.3672
13231,Poção de Pedras - MA,1991,0.4608
13232,Porto Franco - MA,1991,0.5496
13233,Presidente Dutra - MA,1991,0.5686
13234,Presidente Juscelino - MA,1991,0.4531
13235,Presidente Vargas - MA,1991,0.4037
13236,Primeira Cruz - MA,1991,0.5556
13237,Riachão - MA,1991,0.5764
13238,Rosário - MA,1991,0.485
13239,Sambaíba - MA,1991,0.5848
13240,Santa Helena - MA,1991,0.4342
13241,Santa Inês - MA,1991,0.5671
13242,Santa Luzia - MA,1991,0.5126
13243,Santa Luzia do Paruá - MA,1991,0.4585
13244,Santa Quitéria do Maranhão - MA,1991,0.4432
13245,Santa Rita - MA,1991,0.5506
13246,Santo Antônio dos Lopes - MA,1991,0.4615
13247,São Benedito do Rio Preto - MA,1991,0.4161
13248,São Bento - MA,1991,0.4478
13249,São Bernardo - MA,1991,0.5007
13250,São Domingos do Maranhão - MA,1991,0.4928
13251,São Félix de Balsas - MA,1991,0.4275
13252,São Francisco do Maranhão - MA,1991,0.3612
13253,São João Batista - MA,1991,0.4515
13254,São João dos Patos - MA,1991,0.5295
13255,São José de Ribamar - MA,1991,0.5501
13256,São Luís - MA,1991,0.6269
13257,São Luís Gonzaga do Maranhão - MA,1991,0.453
13258,São Mateus do Maranhão - MA,1991,0.4116
13259,São Raimundo das Mangabeiras - MA,1991,0.6208
13260,São Vicente Ferrer - MA,1991,0.3908
13261,Sítio Novo - MA,1991,0.5235
13262,Sucupira do Norte - MA,1991,0.4911
13263,Tasso Fragoso - MA,1991,0.6051
13264,Timbiras - MA,1991,0.4592
13265,Timon - MA,1991,0.4948
13266,Tuntum - MA,1991,0.5694
13267,Turiaçu - MA,1991,0.4514
13268,Tutóia - MA,1991,0.5038
13269,Urbano Santos - MA,1991,0.4976
13270,Vargem Grande - MA,1991,0.5631
13271,Viana - MA,1991,0.4865
13272,Vitória do Mearim - MA,1991,0.4732
13273,Vitorino Freire - MA,1991,0.5274
13274,Zé Doca - MA,1991,0.4866
13275,Brasil,1991,0.6366
13276,Minas Gerais,1991,0.6347
13277,Abadia dos Dourados - MG,1991,0.5372
13278,Abaeté - MG,1991,0.6034
13279,Abre Campo - MG,1991,0.5643
13280,Acaiaca - MG,1991,0.5069
13281,Açucena - MG,1991,0.5163
13282,Água Boa - MG,1991,0.5796
13283,Água Comprida - MG,1991,0.4236
13284,Aguanil - MG,1991,0.4558
13285,Águas Formosas - MG,1991,0.599
13286,Águas Vermelhas - MG,1991,0.4519
13287,Aimorés - MG,1991,0.5838
13288,Aiuruoca - MG,1991,0.6062
13289,Alagoa - MG,1991,0.6445
13290,Albertina - MG,1991,0.4366
13291,Além Paraíba - MG,1991,0.5892
13292,Alfenas - MG,1991,0.6006
13293,Almenara - MG,1991,0.5983
13294,Alpercata - MG,1991,0.4852
13295,Alpinópolis - MG,1991,0.5639
13296,Alterosa - MG,1991,0.5402
13297,Alto Jequitibá - MG,1991,0.5447
13298,Alto Rio Doce - MG,1991,0.5313
13299,Alvarenga - MG,1991,0.5589
13300,Alvinópolis - MG,1991,0.5759
13301,Alvorada de Minas - MG,1991,0.4855
13302,Amparo do Serra - MG,1991,0.6243
13303,Andradas - MG,1991,0.5416
13304,Andrelândia - MG,1991,0.6247
13305,Antônio Carlos - MG,1991,0.5282
13306,Antônio Dias - MG,1991,0.4892
13307,Antônio Prado de Minas - MG,1991,0.4957
13308,Araçaí - MG,1991,0.4961
13309,Aracitaba - MG,1991,0.5266
13310,Araçuaí - MG,1991,0.5292
13311,Araguari - MG,1991,0.5687
13312,Arantina - MG,1991,0.5067
13313,Araponga - MG,1991,0.5853
13314,Arapuá - MG,1991,0.6081
13315,Araújos - MG,1991,0.5401
13316,Araxá - MG,1991,0.6104
13317,Arceburgo - MG,1991,0.5414
13318,Arcos - MG,1991,0.5553
13319,Areado - MG,1991,0.5897
13320,Argirita - MG,1991,0.5789
13321,Arinos - MG,1991,0.5682
13322,Astolfo Dutra - MG,1991,0.6041
13323,Ataléia - MG,1991,0.568
13324,Augusto de Lima - MG,1991,0.507
13325,Baependi - MG,1991,0.6263
13326,Baldim - MG,1991,0.5596
13327,Bambuí - MG,1991,0.5749
13328,Bandeira - MG,1991,0.4469
13329,Bandeira do Sul - MG,1991,0.5062
13330,Barão de Cocais - MG,1991,0.5405
13331,Barão de Monte Alto - MG,1991,0.5094
13332,Barbacena - MG,1991,0.611
13333,Barra Longa - MG,1991,0.559
13334,Barroso - MG,1991,0.5516
13335,Bela Vista de Minas - MG,1991,0.5084
13336,Belmiro Braga - MG,1991,0.6484
13337,Belo Horizonte - MG,1991,0.6324
13338,Belo Oriente - MG,1991,0.5448
13339,Belo Vale - MG,1991,0.4984
13340,Berilo - MG,1991,0.4539
13341,Bertópolis - MG,1991,0.4743
13342,Betim - MG,1991,0.5499
13343,Bias Fortes - MG,1991,0.478
13344,Bicas - MG,1991,0.5833
13345,Biquinhas - MG,1991,0.56
13346,Boa Esperança - MG,1991,0.6377
13347,Bocaina de Minas - MG,1991,0.5605
13348,Bocaiúva - MG,1991,0.5608
13349,Bom Despacho - MG,1991,0.5733
13350,Bom Jardim de Minas - MG,1991,0.5438
13351,Bom Jesus da Penha - MG,1991,0.5226
13352,Bom Jesus do Amparo - MG,1991,0.5073
13353,Bom Jesus do Galho - MG,1991,0.5318
13354,Bom Repouso - MG,1991,0.5401
13355,Bom Sucesso - MG,1991,0.6016
13356,Bonfim - MG,1991,0.5577
13357,Bonfinópolis de Minas - MG,1991,0.5783
13358,Borda da Mata - MG,1991,0.5259
13359,Botelhos - MG,1991,0.623
13360,Botumirim - MG,1991,0.4992
13361,Brás Pires - MG,1991,0.3945
13362,Brasília de Minas - MG,1991,0.5535
13363,Brasópolis - MG,1991,0.6055
13364,Braúnas - MG,1991,0.509
13365,Brumadinho - MG,1991,0.646
13366,Bueno Brandão - MG,1991,0.5053
13367,Buenópolis - MG,1991,0.5984
13368,Buritis - MG,1991,0.572
13369,Buritizeiro - MG,1991,0.5275
13370,Cabo Verde - MG,1991,0.6596
13371,Cachoeira da Prata - MG,1991,0.5892
13372,Cachoeira de Minas - MG,1991,0.559
13373,Cachoeira de Pajeú - MG,1991,0.4698
13374,Cachoeira Dourada - MG,1991,0.6493
13375,Caetanópolis - MG,1991,0.5352
13376,Caeté - MG,1991,0.5302
13377,Caiana - MG,1991,0.5479
13378,Cajuri - MG,1991,0.4953
13379,Caldas - MG,1991,0.597
13380,Camacho - MG,1991,0.5653
13381,Camanducaia - MG,1991,0.5612
13382,Cambuí - MG,1991,0.5432
13383,Cambuquira - MG,1991,0.6027
13384,Campanário - MG,1991,0.581
13385,Campanha - MG,1991,0.5871
13386,Campestre - MG,1991,0.5932
13387,Campina Verde - MG,1991,0.5745
13388,Campo Belo - MG,1991,0.5928
13389,Campo do Meio - MG,1991,0.5193
13390,Campo Florido - MG,1991,0.6462
13391,Campos Altos - MG,1991,0.6437
13392,Campos Gerais - MG,1991,0.564
13393,Cana Verde - MG,1991,0.4968
13394,Canaã - MG,1991,0.4959
13395,Canápolis - MG,1991,0.4729
13396,Candeias - MG,1991,0.5507
13397,Caparaó - MG,1991,0.5483
13398,Capela Nova - MG,1991,0.4869
13399,Capelinha - MG,1991,0.5348
13400,Capetinga - MG,1991,0.5128
13401,Capim Branco - MG,1991,0.5533
13402,Capinópolis - MG,1991,0.6038
13403,Capitão Enéas - MG,1991,0.5432
13404,Capitólio - MG,1991,0.5494
13405,Caputira - MG,1991,0.4636
13406,Caraí - MG,1991,0.4765
13407,Caranaíba - MG,1991,0.4852
13408,Carandaí - MG,1991,0.6037
13409,Carangola - MG,1991,0.6126
13410,Caratinga - MG,1991,0.587
13411,Carbonita - MG,1991,0.6359
13412,Careaçu - MG,1991,0.5443
13413,Carlos Chagas - MG,1991,0.6392
13414,Carmésia - MG,1991,0.6469
13415,Carmo da Cachoeira - MG,1991,0.5516
13416,Carmo da Mata - MG,1991,0.5966
13417,Carmo de Minas - MG,1991,0.668
13418,Carmo do Cajuru - MG,1991,0.5051
13419,Carmo do Paranaíba - MG,1991,0.6012
13420,Carmo do Rio Claro - MG,1991,0.6438
13421,Carmópolis de Minas - MG,1991,0.5859
13422,Carrancas - MG,1991,0.632
13423,Carvalhópolis - MG,1991,0.4989
13424,Carvalhos - MG,1991,0.533
