ID,Region,Year,Gini Index
5238,Ipatinga - MG,1991,0.5573
5239,Ipiaçu - MG,1991,0.5155
5240,Ipuiúna - MG,1991,0.5757
5241,Iraí de Minas - MG,1991,0.6099
5242,Itabira - MG,1991,0.5903
5243,Itabirinha de Mantena - MG,1991,0.6115
5244,Itabirito - MG,1991,0.5261
5245,Itacambira - MG,1991,0.4054
5246,Itacarambi - MG,1991,0.5111
5247,Itaguara - MG,1991,0.5944
5248,Itaipé - MG,1991,0.5022
5249,Itajubá - MG,1991,0.6091
5250,Itamarandiba - MG,1991,0.5154
5251,Itamarati de Minas - MG,1991,0.5407
5252,Itambacuri - MG,1991,0.6638
5253,Itambé do Mato Dentro - MG,1991,0.4727
5254,Itamogi - MG,1991,0.5315
5255,Itamonte - MG,1991,0.6009
5256,Itanhandu - MG,1991,0.6242
5257,Itanhomi - MG,1991,0.6061
5258,Itaobim - MG,1991,0.554
5259,Itapagipe - MG,1991,0.5894
5260,Itapecerica - MG,1991,0.585
5261,Itapeva - MG,1991,0.5554
5262,Itatiaiuçu - MG,1991,0.4784
5263,Itaú de Minas - MG,1991,0.5227
5264,Itaúna - MG,1991,0.5659
5265,Itaverava - MG,1991,0.4939
5266,Itinga - MG,1991,0.4607
5267,Itueta - MG,1991,0.5126
5268,Ituiutaba - MG,1991,0.6316
5269,Itumirim - MG,1991,0.5923
5270,Iturama - MG,1991,0.5707
5271,Itutinga - MG,1991,0.6009
5272,Jaboticatubas - MG,1991,0.56
5273,Jacinto - MG,1991,0.5568
5274,Jacuí - MG,1991,0.5719
5275,Jacutinga - MG,1991,0.5377
5276,Jaguaraçu - MG,1991,0.5155
5277,Janaúba - MG,1991,0.5947
5278,Januária - MG,1991,0.5461
5279,Japaraíba - MG,1991,0.5047
5280,Jeceaba - MG,1991,0.4753
5281,Jequeri - MG,1991,0.5894
5282,Jequitaí - MG,1991,0.548
5283,Jequitibá - MG,1991,0.5843
5284,Jequitinhonha - MG,1991,0.5632
5285,Jesuânia - MG,1991,0.6235
5286,Joaíma - MG,1991,0.606
5287,Joanésia - MG,1991,0.4928
5288,João Monlevade - MG,1991,0.5305
5289,João Pinheiro - MG,1991,0.5875
5290,Joaquim Felício - MG,1991,0.5677
5291,Jordânia - MG,1991,0.6014
5292,Juiz de Fora - MG,1991,0.6014
5293,Juramento - MG,1991,0.4636
5294,Juruaia - MG,1991,0.5295
5295,Ladainha - MG,1991,0.4093
5296,Lagamar - MG,1991,0.5566
5297,Lagoa da Prata - MG,1991,0.6026
5298,Lagoa dos Patos - MG,1991,0.4892
5299,Lagoa Dourada - MG,1991,0.6185
5300,Lagoa Formosa - MG,1991,0.593
5301,Lagoa Santa - MG,1991,0.5923
5302,Lajinha - MG,1991,0.5964
5303,Lambari - MG,1991,0.5842
5304,Lamim - MG,1991,0.5244
5305,Laranjal - MG,1991,0.5666
5306,Lassance - MG,1991,0.5102
5307,Lavras - MG,1991,0.6004
5308,Leandro Ferreira - MG,1991,0.5688
5309,Leopoldina - MG,1991,0.5929
5310,Liberdade - MG,1991,0.6415
5311,Lima Duarte - MG,1991,0.6013
5312,Luminárias - MG,1991,0.6066
5313,Luz - MG,1991,0.6638
5314,Machacalis - MG,1991,0.5702
5315,Machado - MG,1991,0.6163
5316,Madre de Deus de Minas - MG,1991,0.5484
5317,Malacacheta - MG,1991,0.522
5318,Manga - MG,1991,0.5516
5319,Manhuaçu - MG,1991,0.6058
5320,Manhumirim - MG,1991,0.5966
5321,Mantena - MG,1991,0.5926
5322,Mar de Espanha - MG,1991,0.582
5323,Maravilhas - MG,1991,0.584
5324,Maria da Fé - MG,1991,0.6362
5325,Mariana - MG,1991,0.6087
5326,Marilac - MG,1991,0.6965
5327,Maripá de Minas - MG,1991,0.5732
5328,Marliéria - MG,1991,0.5674
5329,Marmelópolis - MG,1991,0.4947
5330,Martinho Campos - MG,1991,0.5863
5331,Materlândia - MG,1991,0.4985
5332,Mateus Leme - MG,1991,0.5459
5333,Mathias Lobato - MG,1991,0.5859
5334,Matias Barbosa - MG,1991,0.5799
5335,Matipó - MG,1991,0.5726
5336,Mato Verde - MG,1991,0.4651
5337,Matozinhos - MG,1991,0.5794
5338,Matutina - MG,1991,0.5801
5339,Medeiros - MG,1991,0.6257
5340,Medina - MG,1991,0.5426
5341,Mendes Pimentel - MG,1991,0.5671
5342,Mercês - MG,1991,0.5728
5343,Mesquita - MG,1991,0.5125
5344,Minas Novas - MG,1991,0.4687
5345,Minduri - MG,1991,0.5612
5346,Mirabela - MG,1991,0.5759
5347,Miradouro - MG,1991,0.5708
5348,Miraí - MG,1991,0.538
5349,Moeda - MG,1991,0.5307
5350,Moema - MG,1991,0.5616
5351,Monjolos - MG,1991,0.5758
5352,Monsenhor Paulo - MG,1991,0.6549
5353,Montalvânia - MG,1991,0.5968
5354,Monte Alegre de Minas - MG,1991,0.6128
5355,Monte Azul - MG,1991,0.5535
5356,Monte Belo - MG,1991,0.4557
5357,Monte Carmelo - MG,1991,0.6195
5358,Monte Santo de Minas - MG,1991,0.6199
5359,Monte Sião - MG,1991,0.5323
5360,Montes Claros - MG,1991,0.6283
5361,Morada Nova de Minas - MG,1991,0.6191
5362,Morro da Garça - MG,1991,0.5093
5363,Morro do Pilar - MG,1991,0.4994
5364,Munhoz - MG,1991,0.4772
5365,Muriaé - MG,1991,0.6362
5366,Mutum - MG,1991,0.5419
5367,Muzambinho - MG,1991,0.5742
5368,Nacip Raydan - MG,1991,0.5892
5369,Nanuque - MG,1991,0.6891
5370,Natércia - MG,1991,0.5714
5371,Nazareno - MG,1991,0.5
5372,Nepomuceno - MG,1991,0.5985
5373,Nova Era - MG,1991,0.5855
5374,Nova Lima - MG,1991,0.6058
5375,Nova Módica - MG,1991,0.6221
5376,Nova Ponte - MG,1991,0.5573
5377,Nova Resende - MG,1991,0.5981
5378,Nova Serrana - MG,1991,0.529
5379,Nova União - MG,1991,0.5056
5380,Novo Cruzeiro - MG,1991,0.4733
5381,Olaria - MG,1991,0.5578
5382,Olímpio Noronha - MG,1991,0.6518
5383,Oliveira - MG,1991,0.6087
5384,Oliveira Fortes - MG,1991,0.4964
5385,Onça de Pitangui - MG,1991,0.3918
5386,Ouro Branco - MG,1991,0.5442
5387,Ouro Fino - MG,1991,0.5582
5388,Ouro Preto - MG,1991,0.6044
5389,Ouro Verde de Minas - MG,1991,0.5608
5390,Padre Paraíso - MG,1991,0.553
5391,Paineiras - MG,1991,0.5543
5392,Pains - MG,1991,0.6019
5393,Paiva - MG,1991,0.5506
5394,Palma - MG,1991,0.612
5395,Papagaios - MG,1991,0.6041
5396,Pará de Minas - MG,1991,0.5978
5397,Paracatu - MG,1991,0.6314
5398,Paraguaçu - MG,1991,0.5869
5399,Paraisópolis - MG,1991,0.6098
5400,Paraopeba - MG,1991,0.5931
5401,Passa Quatro - MG,1991,0.6351
5402,Passa Tempo - MG,1991,0.6215
5403,Passa Vinte - MG,1991,0.5168
5404,Passabém - MG,1991,0.7127
5405,Passos - MG,1991,0.6056
5406,Patos de Minas - MG,1991,0.6355
5407,Patrocínio - MG,1991,0.6204
5408,Patrocínio do Muriaé - MG,1991,0.5893
5409,Paula Cândido - MG,1991,0.5719
5410,Paulistas - MG,1991,0.6466
5411,Pavão - MG,1991,0.4317
5412,Peçanha - MG,1991,0.6342
5413,Pedra Azul - MG,1991,0.6082
5414,Pedra do Anta - MG,1991,0.5261
5415,Pedra do Indaiá - MG,1991,0.4922
5416,Pedra Dourada - MG,1991,0.5
5417,Pedralva - MG,1991,0.6117
5418,Pedrinópolis - MG,1991,0.5802
5419,Pedro Leopoldo - MG,1991,0.5932
5420,Pedro Teixeira - MG,1991,0.4699
5421,Pequeri - MG,1991,0.5876
5422,Pequi - MG,1991,0.5558
5423,Perdigão - MG,1991,0.5675
5424,Perdizes - MG,1991,0.5896
5425,Perdões - MG,1991,0.5919
5426,Pescador - MG,1991,0.5885
5427,Piau - MG,1991,0.5179
5428,Piedade de Ponte Nova - MG,1991,0.6436
5429,Piedade do Rio Grande - MG,1991,0.614
5430,Piedade dos Gerais - MG,1991,0.4454
5431,Pimenta - MG,1991,0.5331
5432,Piracema - MG,1991,0.6221
5433,Pirajuba - MG,1991,0.5652
5434,Piranga - MG,1991,0.5707
5435,Piranguçu - MG,1991,0.576
5436,Piranguinho - MG,1991,0.5711
5437,Pirapetinga - MG,1991,0.5766
5438,Pirapora - MG,1991,0.5913
5439,Piraúba - MG,1991,0.5686
5440,Pitangui - MG,1991,0.568
5441,Piuí - MG,1991,0.5738
5442,Planura - MG,1991,0.5041
5443,Poço Fundo - MG,1991,0.5479
5444,Poços de Caldas - MG,1991,0.5697
5445,Pocrane - MG,1991,0.5067
5446,Pompéu - MG,1991,0.6631
5447,Ponte Nova - MG,1991,0.6379
5448,Porteirinha - MG,1991,0.5049
5449,Porto Firme - MG,1991,0.541
5450,Poté - MG,1991,0.5216
5451,Pouso Alegre - MG,1991,0.574
5452,Pouso Alto - MG,1991,0.5652
5453,Prados - MG,1991,0.5799
5454,Prata - MG,1991,0.5539
5455,Pratápolis - MG,1991,0.6024
5456,Pratinha - MG,1991,0.5935
5457,Presidente Bernardes - MG,1991,0.5114
5458,Presidente Juscelino - MG,1991,0.6003
5459,Presidente Kubitschek - MG,1991,0.4825
5460,Presidente Olegário - MG,1991,0.5266
5461,Prudente de Morais - MG,1991,0.5221
5462,Quartel Geral - MG,1991,0.569
5463,Queluzita - MG,1991,0.4662
5464,Raposos - MG,1991,0.4554
5465,Raul Soares - MG,1991,0.5665
5466,Recreio - MG,1991,0.5893
5467,Resende Costa - MG,1991,0.5643
5468,Resplendor - MG,1991,0.5567
5469,Ressaquinha - MG,1991,0.5327
5470,Riacho dos Machados - MG,1991,0.5491
5471,Ribeirão das Neves - MG,1991,0.4698
5472,Ribeirão Vermelho - MG,1991,0.5059
5473,Rio Acima - MG,1991,0.5076
5474,Rio Casca - MG,1991,0.6198
5475,Rio do Prado - MG,1991,0.5489
5476,Rio Doce - MG,1991,0.5638
5477,Rio Espera - MG,1991,0.5515
5478,Rio Manso - MG,1991,0.5063
5479,Rio Novo - MG,1991,0.573
5480,Rio Paranaíba - MG,1991,0.5782
5481,Rio Pardo de Minas - MG,1991,0.4779
5482,Rio Piracicaba - MG,1991,0.6429
5483,Rio Pomba - MG,1991,0.5988
5484,Rio Preto - MG,1991,0.5841
5485,Rio Vermelho - MG,1991,0.5243
5486,Ritápolis - MG,1991,0.5201
5487,Rochedo de Minas - MG,1991,0.5522
5488,Rodeiro - MG,1991,0.4613
5489,Romaria - MG,1991,0.5296
5490,Rubelita - MG,1991,0.4081
5491,Rubim - MG,1991,0.6145
5492,Sabará - MG,1991,0.525
5493,Sabinópolis - MG,1991,0.5862
5494,Sacramento - MG,1991,0.6226
5495,Salinas - MG,1991,0.5593
5496,Salto da Divisa - MG,1991,0.7126
5497,Santa Bárbara - MG,1991,0.6086
5498,Santa Bárbara do Tugúrio - MG,1991,0.4404
5499,Santa Cruz do Escalvado - MG,1991,0.4946
5500,Santa Efigênia de Minas - MG,1991,0.5481
5501,Santa Fé de Minas - MG,1991,0.5301
5502,Santa Juliana - MG,1991,0.6302
5503,Santa Luzia - MG,1991,0.4973
5504,Santa Margarida - MG,1991,0.6127
5505,Santa Maria de Itabira - MG,1991,0.6271
5506,Santa Maria do Salto - MG,1991,0.5842
5507,Santa Maria do Suaçuí - MG,1991,0.6628
5508,Santa Rita de Caldas - MG,1991,0.5122
5509,Santa Rita de Jacutinga - MG,1991,0.5398
5510,Santa Rita do Ibitipoca - MG,1991,0.6041
5511,Santa Rita do Itueto - MG,1991,0.5196
5512,Santa Rita do Sapucaí - MG,1991,0.6545
5513,Santa Rosa da Serra - MG,1991,0.4571
5514,Santa Vitória - MG,1991,0.6274
5515,Santana da Vargem - MG,1991,0.6047
5516,Santana de Cataguases - MG,1991,0.5248
5517,Santana de Pirapama - MG,1991,0.4998
5518,Santana do Deserto - MG,1991,0.5134
5519,Santana do Garambéu - MG,1991,0.483
5520,Santana do Jacaré - MG,1991,0.5578
5521,Santana do Manhuaçu - MG,1991,0.4811
5522,Santana do Riacho - MG,1991,0.4342
5523,Santana dos Montes - MG,1991,0.5002
5524,Santo Antônio do Amparo - MG,1991,0.6518
5525,Santo Antônio do Aventureiro - MG,1991,0.4629
5526,Santo Antônio do Grama - MG,1991,0.5125
5527,Santo Antônio do Itambé - MG,1991,0.4258
5528,Santo Antônio do Jacinto - MG,1991,0.5483
5529,Santo Antônio do Monte - MG,1991,0.6026
5530,Santo Antônio do Rio Abaixo - MG,1991,0.567
5531,Santo Hipólito - MG,1991,0.5417
5532,Santos Dumont - MG,1991,0.5632
5533,São Bento Abade - MG,1991,0.5796
5534,São Brás do Suaçuí - MG,1991,0.5651
5535,São Domingos do Prata - MG,1991,0.5979
5536,São Francisco - MG,1991,0.5716
5537,São Francisco de Paula - MG,1991,0.535
5538,São Francisco de Sales - MG,1991,0.5827
5539,São Francisco do Glória - MG,1991,0.5228
5540,São Geraldo - MG,1991,0.5825
5541,São Geraldo da Piedade - MG,1991,0.4529
5542,São Gonçalo do Abaeté - MG,1991,0.4903
5543,São Gonçalo do Pará - MG,1991,0.5343
5544,São Gonçalo do Rio Abaixo - MG,1991,0.5888
5545,São Gonçalo do Rio Preto - MG,1991,0.4397
5546,São Gonçalo do Sapucaí - MG,1991,0.6361
5547,São Gotardo - MG,1991,0.6952
5548,São João Batista do Glória - MG,1991,0.5839
5549,São João da Mata - MG,1991,0.5261
5550,São João da Ponte - MG,1991,0.4521
5551,São João del Rei - MG,1991,0.5905
5552,São João do Oriente - MG,1991,0.5503
5553,São João do Paraíso - MG,1991,0.4819
5554,São João Evangelista - MG,1991,0.6104
5555,São João Nepomuceno - MG,1991,0.5669
5556,São José da Safira - MG,1991,0.5664
5557,São José da Varginha - MG,1991,0.4961
5558,São José do Alegre - MG,1991,0.596
5559,São José do Divino - MG,1991,0.601
5560,São José do Goiabal - MG,1991,0.5803
5561,São José do Jacuri - MG,1991,0.5448
5562,São José do Mantimento - MG,1991,0.4545
5563,São Lourenço - MG,1991,0.6385
5564,São Miguel do Anta - MG,1991,0.6283
5565,São Pedro da União - MG,1991,0.492
5566,São Pedro do Suaçuí - MG,1991,0.5031
5567,São Pedro dos Ferros - MG,1991,0.6095
5568,São Romão - MG,1991,0.5263
5569,São Roque de Minas - MG,1991,0.5285
5570,São Sebastião da Bela Vista - MG,1991,0.6165
5571,São Sebastião do Maranhão - MG,1991,0.5149
5572,São Sebastião do Oeste - MG,1991,0.4838
5573,São Sebastião do Paraíso - MG,1991,0.5946
5574,São Sebastião do Rio Preto - MG,1991,0.4899
5575,São Sebastião do Rio Verde - MG,1991,0.6038
5576,São Tiago - MG,1991,0.5594
5577,São Tomás de Aquino - MG,1991,0.5167
5578,São Tomé das Letras - MG,1991,0.5413
5579,São Vicente de Minas - MG,1991,0.6787
5580,Sapucaí-Mirim - MG,1991,0.5452
5581,Sardoá - MG,1991,0.5498
5582,Senador Cortes - MG,1991,0.5403
5583,Senador Firmino - MG,1991,0.5454
5584,Senador José Bento - MG,1991,0.5215
5585,Senador Modestino Gonçalves - MG,1991,0.5151
5586,Senhora de Oliveira - MG,1991,0.5374
5587,Senhora do Porto - MG,1991,0.5045
5588,Senhora dos Remédios - MG,1991,0.5083
5589,Sericita - MG,1991,0.5862
5590,Seritinga - MG,1991,0.6222
5591,Serra Azul de Minas - MG,1991,0.5721
5592,Serra da Saudade - MG,1991,0.5205
5593,Serra do Salitre - MG,1991,0.5743
5594,Serra dos Aimorés - MG,1991,0.5797
5595,Serrania - MG,1991,0.5859
5596,Serranos - MG,1991,0.5405
5597,Serro - MG,1991,0.6217
5598,Sete Lagoas - MG,1991,0.602
5599,Silveirânia - MG,1991,0.5651
5600,Silvianópolis - MG,1991,0.5556
5601,Simão Pereira - MG,1991,0.4858
5602,Simonésia - MG,1991,0.5118
5603,Sobrália - MG,1991,0.5239
5604,Soledade de Minas - MG,1991,0.5502
5605,Tabuleiro - MG,1991,0.5237
5606,Taiobeiras - MG,1991,0.5905
5607,Tapira - MG,1991,0.551
5608,Tapiraí - MG,1991,0.4599
5609,Taquaraçu de Minas - MG,1991,0.522
5610,Tarumirim - MG,1991,0.6239
5611,Teixeiras - MG,1991,0.5628
5612,Teófilo Otoni - MG,1991,0.6297
5613,Timóteo - MG,1991,0.542
5614,Tiradentes - MG,1991,0.5462
5615,Tiros - MG,1991,0.5467
5616,Tocantins - MG,1991,0.5768
5617,Toledo - MG,1991,0.5154
5618,Tombos - MG,1991,0.633
5619,Três Corações - MG,1991,0.5886
5620,Três Marias - MG,1991,0.5547
5621,Três Pontas - MG,1991,0.6432
5622,Tumiritinga - MG,1991,0.5994
5623,Tupaciguara - MG,1991,0.6157
5624,Turmalina - MG,1991,0.5133
5625,Turvolândia - MG,1991,0.6107
5626,Ubá - MG,1991,0.5998
5627,Ubaí - MG,1991,0.5003
5628,Uberaba - MG,1991,0.5984
5629,Uberlândia - MG,1991,0.5605
5630,Umburatiba - MG,1991,0.5198
5631,Unaí - MG,1991,0.6217
5632,Urucânia - MG,1991,0.6516
5633,Vargem Bonita - MG,1991,0.4628
5634,Varginha - MG,1991,0.6074
5635,Várzea da Palma - MG,1991,0.588
5636,Varzelândia - MG,1991,0.4565
5637,Vazante - MG,1991,0.5911
5638,Veríssimo - MG,1991,0.464
5639,Vespasiano - MG,1991,0.5545
5640,Viçosa - MG,1991,0.6215
5641,Vieiras - MG,1991,0.4976
5642,Virgem da Lapa - MG,1991,0.4684
5643,Virgínia - MG,1991,0.5782
5644,Virginópolis - MG,1991,0.5962
5645,Virgolândia - MG,1991,0.5959
5646,Visconde do Rio Branco - MG,1991,0.596
5647,Volta Grande - MG,1991,0.6237
5648,Wenceslau Braz - MG,1991,0.5512
5649,Brasil,1991,0.6366
5650,Paraíba,1991,0.6381
5651,Água Branca - PB,1991,0.415
5652,Aguiar - PB,1991,0.5289
5653,Alagoa Grande - PB,1991,0.4913
5654,Alagoa Nova - PB,1991,0.5172
5655,Alagoinha - PB,1991,0.4729
5656,Alhandra - PB,1991,0.5687
5657,Araçagi - PB,1991,0.4326
5658,Arara - PB,1991,0.4397
5659,Araruna - PB,1991,0.4902
5660,Areia - PB,1991,0.6152
5661,Areial - PB,1991,0.5807
5662,Aroeiras - PB,1991,0.419
5663,Baía da Traição - PB,1991,0.5108
5664,Bananeiras - PB,1991,0.5417
5665,Barra de Santa Rosa - PB,1991,0.4543
5666,Barra de São Miguel - PB,1991,0.4872
5667,Bayeux - PB,1991,0.5284
5668,Belém - PB,1991,0.5263
5669,Belém do Brejo do Cruz - PB,1991,0.4737
5670,Boa Ventura - PB,1991,0.5795
5671,Bom Jesus - PB,1991,0.5433
5672,Bom Sucesso - PB,1991,0.4954
5673,Bonito de Santa Fé - PB,1991,0.5565
5674,Boqueirão - PB,1991,0.4818
5675,Borborema - PB,1991,0.5264
5676,Brejo do Cruz - PB,1991,0.485
5677,Brejo dos Santos - PB,1991,0.4401
5678,Caaporã - PB,1991,0.485
5679,Cabaceiras - PB,1991,0.507
5680,Cabedelo - PB,1991,0.5973
5681,Cachoeira dos Índios - PB,1991,0.4629
5682,Cacimba de Areia - PB,1991,0.4588
5683,Cacimba de Dentro - PB,1991,0.5729
5684,Caiçara - PB,1991,0.4519
5685,Cajazeiras - PB,1991,0.615
5686,Caldas Brandão - PB,1991,0.4355
5687,Camalaú - PB,1991,0.4499
5688,Campina Grande - PB,1991,0.6333
5689,Carrapateira - PB,1991,0.7053
5690,Catingueira - PB,1991,0.4041
5691,Catolé do Rocha - PB,1991,0.5511
5692,Conceição - PB,1991,0.5145
5693,Condado - PB,1991,0.4894
5694,Conde - PB,1991,0.4641
5695,Congo - PB,1991,0.4909
5696,Coremas - PB,1991,0.5417
5697,Cruz do Espírito Santo - PB,1991,0.4013
5698,Cubati - PB,1991,0.558
5699,Cuité - PB,1991,0.523
5700,Cuitegi - PB,1991,0.4335
5701,Curral Velho - PB,1991,0.5566
5702,Desterro - PB,1991,0.5089
5703,Diamante - PB,1991,0.4037
5704,Dona Inês - PB,1991,0.5176
5705,Duas Estradas - PB,1991,0.4028
5706,Emas - PB,1991,0.4014
5707,Esperança - PB,1991,0.5743
5708,Fagundes - PB,1991,0.517
5709,Frei Martinho - PB,1991,0.4822
5710,Guarabira - PB,1991,0.5586
5711,Gurinhém - PB,1991,0.4223
5712,Gurjão - PB,1991,0.5076
5713,Ibiara - PB,1991,0.4991
5714,Igaracy - PB,1991,0.4641
5715,Imaculada - PB,1991,0.507
5716,Ingá - PB,1991,0.4749
5717,Itabaiana - PB,1991,0.539
5718,Itaporanga - PB,1991,0.5471
5719,Itapororoca - PB,1991,0.4681
5720,Itatuba - PB,1991,0.4372
5721,Jacaraú - PB,1991,0.5258
5722,Jericó - PB,1991,0.4686
5723,João Pessoa - PB,1991,0.6399
5724,Juarez Távora - PB,1991,0.4325
5725,Juazeirinho - PB,1991,0.4438
5726,Junco do Seridó - PB,1991,0.408
5727,Juripiranga - PB,1991,0.4576
5728,Juru - PB,1991,0.5046
5729,Lagoa - PB,1991,0.447
5730,Lagoa de Dentro - PB,1991,0.5829
5731,Lagoa Seca - PB,1991,0.5133
5732,Lastro - PB,1991,0.4448
5733,Livramento - PB,1991,0.4945
5734,Lucena - PB,1991,0.4448
5735,Mãe d'Água - PB,1991,0.5252
5736,Malta - PB,1991,0.5495
5737,Mamanguape - PB,1991,0.5131
5738,Manaíra - PB,1991,0.4538
5739,Mari - PB,1991,0.4767
5740,Massaranduba - PB,1991,0.4068
5741,Mataraca - PB,1991,0.489
5742,Mogeiro - PB,1991,0.4852
5743,Montadas - PB,1991,0.5718
5744,Monte Horebe - PB,1991,0.5637
5745,Monteiro - PB,1991,0.5476
5746,Mulungu - PB,1991,0.4028
5747,Natuba - PB,1991,0.4589
5748,Nazarezinho - PB,1991,0.4618
5749,Nova Floresta - PB,1991,0.5518
5750,Nova Olinda - PB,1991,0.5632
5751,Nova Palmeira - PB,1991,0.494
5752,Olho d'Água - PB,1991,0.5172
5753,Olivedos - PB,1991,0.5118
5754,Ouro Velho - PB,1991,0.5561
5755,Passagem - PB,1991,0.4323
5756,Patos - PB,1991,0.6123
5757,Paulista - PB,1991,0.5049
5758,Pedra Branca - PB,1991,0.4773
5759,Pedra Lavrada - PB,1991,0.4157
5760,Pedras de Fogo - PB,1991,0.5171
5761,Piancó - PB,1991,0.5472
5762,Picuí - PB,1991,0.5006
5763,Pilar - PB,1991,0.5002
5764,Pilões - PB,1991,0.4931
5765,Pilõezinhos - PB,1991,0.3891
5766,Pirpirituba - PB,1991,0.4662
5767,Pitimbu - PB,1991,0.4788
5768,Pocinhos - PB,1991,0.4874
5769,Pombal - PB,1991,0.5858
5770,Prata - PB,1991,0.5549
5771,Princesa Isabel - PB,1991,0.5309
5772,Puxinanã - PB,1991,0.4503
5773,Queimadas - PB,1991,0.5079
5774,Quixabá - PB,1991,0.417
5775,Remígio - PB,1991,0.5266
5776,Riacho dos Cavalos - PB,1991,0.4506
5777,Rio Tinto - PB,1991,0.449
5778,Salgadinho - PB,1991,0.5362
5779,Salgado de São Félix - PB,1991,0.4624
5780,Santa Cruz - PB,1991,0.541
5781,Santa Helena - PB,1991,0.4818
5782,Santa Luzia - PB,1991,0.5506
5783,Santa Rita - PB,1991,0.4745
5784,Santa Teresinha - PB,1991,0.4332
5785,Santana de Mangueira - PB,1991,0.4945
5786,Santana dos Garrotes - PB,1991,0.4168
5787,São Bento - PB,1991,0.5228
5788,São João do Cariri - PB,1991,0.455
5789,São João do Rio do Peixe - PB,1991,0.5643
5790,São João do Tigre - PB,1991,0.402
5791,São José da Lagoa Tapada - PB,1991,0.5133
5792,São José de Caiana - PB,1991,0.445
5793,São José de Espinharas - PB,1991,0.4455
5794,São José de Piranhas - PB,1991,0.5128
5795,São José do Bonfim - PB,1991,0.4641
5796,São José do Sabugi - PB,1991,0.4413
5797,São José dos Cordeiros - PB,1991,0.4412
5798,São Mamede - PB,1991,0.4663
5799,Brasil,1991,0.6366
5800,Sergipe,1991,0.6321
5801,Amparo de São Francisco - SE,1991,0.4364
5802,Aquidabã - SE,1991,0.4708
5803,Aracaju - SE,1991,0.639
5804,Arauá - SE,1991,0.5203
5805,Areia Branca - SE,1991,0.4113
5806,Barra dos Coqueiros - SE,1991,0.5584
5807,Boquim - SE,1991,0.5686
5808,Brejo Grande - SE,1991,0.4317
5809,Campo do Brito - SE,1991,0.505
5810,Canhoba - SE,1991,0.5084
5811,Canindé de São Francisco - SE,1991,0.5329
5812,Capela - SE,1991,0.5875
5813,Carira - SE,1991,0.5131
5814,Carmópolis - SE,1991,0.6064
5815,Cedro de São João - SE,1991,0.5203
5816,Cristinápolis - SE,1991,0.4631
5817,Cumbe - SE,1991,0.459
5818,Divina Pastora - SE,1991,0.5368
5819,Estância - SE,1991,0.5958
5820,Feira Nova - SE,1991,0.378
5821,Frei Paulo - SE,1991,0.5291
5822,Gararu - SE,1991,0.5076
5823,General Maynard - SE,1991,0.5565
5824,Gracho Cardoso - SE,1991,0.426
5825,Ilha das Flores - SE,1991,0.4965
5826,Indiaroba - SE,1991,0.389
5827,Itabaiana - SE,1991,0.5212
5828,Itabaianinha - SE,1991,0.559
5829,Itabi - SE,1991,0.4992
5830,Itaporanga d'Ajuda - SE,1991,0.5194
5831,Japaratuba - SE,1991,0.5606
5832,Japoatã - SE,1991,0.4444
5833,Lagarto - SE,1991,0.5231
5834,Laranjeiras - SE,1991,0.4657
5835,Macambira - SE,1991,0.4082
5836,Malhada dos Bois - SE,1991,0.533
5837,Malhador - SE,1991,0.4395
5838,Maruim - SE,1991,0.574
5839,Moita Bonita - SE,1991,0.4472
5840,Monte Alegre de Sergipe - SE,1991,0.4689
5841,Muribeca - SE,1991,0.3998
5842,Neópolis - SE,1991,0.4725
5843,Nossa Senhora Aparecida - SE,1991,0.4313
5844,Nossa Senhora da Glória - SE,1991,0.5518
5845,Nossa Senhora das Dores - SE,1991,0.52
5846,Nossa Senhora de Lourdes - SE,1991,0.5716
5847,Nossa Senhora do Socorro - SE,1991,0.5165
5848,Pacatuba - SE,1991,0.4081
5849,Pedra Mole - SE,1991,0.4221
5850,Pedrinhas - SE,1991,0.5135
5851,Pinhão - SE,1991,0.4491
5852,Pirambu - SE,1991,0.5479
5853,Poço Redondo - SE,1991,0.4637
5854,Poço Verde - SE,1991,0.5059
5855,Porto da Folha - SE,1991,0.4246
5856,Propriá - SE,1991,0.5526
5857,Riachão do Dantas - SE,1991,0.4444
5858,Riachuelo - SE,1991,0.6223
5859,Ribeirópolis - SE,1991,0.4829
5860,Rosário do Catete - SE,1991,0.547
5861,Salgado - SE,1991,0.4556
5862,Santa Luzia do Itanhy - SE,1991,0.5043
5863,Santa Rosa de Lima - SE,1991,0.4531
5864,Santo Amaro das Brotas - SE,1991,0.5109
5865,São Cristóvão - SE,1991,0.5453
5866,São Domingos - SE,1991,0.4303
5867,São Francisco - SE,1991,0.5858
5868,São Miguel do Aleixo - SE,1991,0.4278
5869,Simão Dias - SE,1991,0.5138
5870,Siriri - SE,1991,0.4921
5871,Telha - SE,1991,0.4662
5872,Tobias Barreto - SE,1991,0.5232
5873,Tomar do Geru - SE,1991,0.4495
5874,Umbaúba - SE,1991,0.5376
5875,Brasil,1991,0.6366
5876,Rio de Janeiro,1991,0.6238
5877,Angra dos Reis - RJ,1991,0.5687
5878,Araruama - RJ,1991,0.6082
5879,Arraial do Cabo - RJ,1991,0.5331
5880,Barra do Piraí - RJ,1991,0.5594
5881,Barra Mansa - RJ,1991,0.5658
5882,Bom Jardim - RJ,1991,0.593
5883,Bom Jesus do Itabapoana - RJ,1991,0.6361
